,ID,sjje_per_month,month_amount,year_amount,zijin
0,2022002.0,1215505.6666666667,97440295.0,1238262159.0,7500
1,2022002.0,472502.6666666667,97732400.0,97732400.0,7500
2,2022002.0,524852.6666666666,60087323.0,157819723.0,7500
3,2022002.0,703647.0,98816315.0,256636038.0,7500
4,2022002.0,753157.0,112146711.0,368782749.0,7500
5,2022002.0,7368336.0,117589729.0,486372478.0,7500
6,2022002.0,2092190.6666666665,33904483.666666664,196028643.0,7500
7,2022002.0,2124146.6666666665,111247163.0,699287097.0,7500
8,2022002.0,2994399.6666666665,113663474.0,812950571.0,7500
9,2022002.0,677639.3333333333,84748628.0,897699199.0,7500
10,2022002.0,726531.3333333334,85787984.0,983487183.0,7500
11,2022002.0,1016465.3333333334,77202554.0,1060689737.0,7500
12,2022002.0,902631.3333333334,58867427.0,1119557164.0,7500
13,2022002.0,402845.3333333333,76642192.0,76642192.0,7500
14,2022002.0,324846.3333333333,45078322.0,121720514.0,7500
15,2022002.0,394395.0,71936029.0,193656543.0,7500
16,2022002.0,355966.0,63141547.0,256798090.0,7500
17,2022002.0,244504.0,63929874.0,320727964.0,7500
18,2022002.0,248534.33333333334,60438068.0,381166032.0,7500
19,2022002.0,395595.3333333334,63173460.0,444339492.0,7500
20,2022002.0,170291.3333333333,70595348.0,514934840.0,7500
21,2022002.0,216254.66666666666,74226794.0,589161633.0,7500
22,2022002.0,535907.6666666666,68676122.0,657837755.0,7500
23,2022002.0,167239.66666666666,72181785.0,730019541.0,7500
24,2022002.0,205508.66666666666,63808033.0,793827573.0,7500
25,2022002.0,491717.6666666666,42132607.0,42132607.0,7500
26,2022002.0,162799.6666666667,13623804.0,55756411.0,7500
27,2022002.0,192731.6666666667,44040285.0,99796695.0,7500
28,2022002.0,10313694.666666666,76794325.0,176591020.0,7500
29,2022002.0,618035.6666666666,84120793.0,260711813.0,7500
30,2022002.0,401587.6666666667,98404813.0,359116626.0,7500
31,2022002.0,568633.6666666666,85076563.0,444193189.0,7500
32,2022002.0,168253.6666666667,66227321.0,510420510.0,7500
33,2022002.0,165638.0,68308084.0,578728595.0,7500
34,2022002.0,548413.0,50475341.0,629203936.0,7500
35,2022002.0,172013.0,68571407.0,697775343.0,7500
36,2022002.0,1256938.6666666667,76875691.0,774651034.0,7500
37,2022002.0,520144.6666666666,70287838.0,70287838.0,7500
38,2022002.0,245566.66666666666,44131011.0,114418850.0,7500
39,2022002.0,2801910.3333333335,79318005.0,193736855.0,7500
40,2022002.0,658893.3333333334,86180665.0,279917520.0,7500
41,2022002.0,305597.3333333333,79205809.0,359123329.0,7500
42,2022002.0,287951.0,79568670.0,438692000.0,7500
43,2022002.0,837961.0,86243185.0,524935185.0,7500
44,2022002.0,400233.0,87594127.0,612529312.0,7500
45,2022002.0,432171.6666666666,90889736.0,703419048.0,7500
46,2022002.0,707631.6666666666,82178870.0,785597917.0,7500
47,2022002.0,481724.6666666666,103944715.0,889542632.0,7500
48,2022003.0,222420.0,2408904.0,35399933.0,11322.53
49,2022003.0,216010.0,1895250.0,1895250.0,11322.53
50,2022003.0,214600.0,2083159.0,3978409.0,11322.53
51,2022003.0,287974.0,1887410.0,5865819.0,11322.53
52,2022003.0,306831.0,2259844.0,8125663.0,11322.53
53,2022003.0,284457.0,2571211.0,10696873.0,11322.53
54,2022003.0,245597.3333333333,2238945.0,12935819.0,11322.53
55,2022003.0,209113.3333333333,2378778.0,15314597.0,11322.53
56,2022003.0,245657.3333333333,2165342.0,17479940.0,11322.53
57,2022003.0,953973.0,2206636.0,19686576.0,11322.53
58,2022003.0,401116.0,4065254.0,23751829.0,11322.53
59,2022003.0,912113.0,1839894.0,25591723.0,11322.53
60,2022003.0,161562.0,8246980.0,33838704.0,11322.53
61,2022003.0,137754.0,1990385.0,1990385.0,11322.53
62,2022003.0,158627.0,1312444.0,3302830.0,11322.53
63,2022003.0,234991.0,1752918.0,5055748.0,11322.53
64,2022003.0,233816.0,2675088.0,7730836.0,11322.53
65,2022003.0,262308.0,2211560.0,9942396.0,11322.53
66,2022003.0,173038.3333333333,2134036.0,12076432.0,11322.53
67,2022003.0,142098.3333333333,1751130.0,13827561.0,11322.53
68,2022003.0,163330.3333333333,2021367.0,15848928.0,11322.53
69,2022003.0,315983.6666666667,2411680.0,18260608.0,11322.53
70,2022003.0,365333.6666666667,1487718.0,19748326.0,11322.53
71,2022003.0,997104.6666666666,2366059.0,22114385.0,11322.53
72,2022003.0,147320.0,13144475.0,35258860.0,11322.53
73,2022003.0,91636.0,3141163.0,3141163.0,11322.53
74,2022003.0,142401.0,382721.0,3523884.0,11322.53
75,2022003.0,246226.6666666667,6004672.0,9528556.0,11322.53
76,2022003.0,181941.6666666667,8562223.0,18090779.0,11322.53
77,2022003.0,748757.6666666667,9925534.0,28016313.0,11322.53
78,2022003.0,322977.3333333333,18438767.0,46455080.0,11322.53
79,2022003.0,132077.33333333334,9287800.0,55742881.0,11322.53
80,2022003.0,137147.33333333334,3590939.5,19532351.285714287,11322.53
81,2022003.0,337652.0,16022502.0,73676291.0,11322.53
82,2022003.0,317956.0,10194677.0,83870968.0,11322.53
83,2022003.0,416918.0,12472927.0,96343896.0,11322.53
84,2022003.0,236042.33333333334,25881308.0,122225204.0,11322.53
85,2022003.0,131877.33333333334,14206719.0,14206719.0,11322.53
86,2022003.0,186339.33333333334,4635980.0,18842699.0,11322.53
87,2022003.0,244365.6666666667,14501655.0,33344354.0,11322.53
88,2022003.0,187163.6666666667,15096007.0,48440361.0,11322.53
89,2022003.0,308779.6666666667,14728617.0,63168979.0,11322.53
90,2022003.0,194618.66666666666,7814014.0,70982992.0,11322.53
91,2022003.0,160097.66666666666,4926156.0,75909149.0,11322.53
92,2022003.0,161110.6666666667,1741961.0,77651109.0,11322.53
93,2022003.0,281449.0,12897346.0,90548455.0,11322.53
94,2022003.0,279506.0,11911746.0,102460201.0,11322.53
95,2022003.0,1719726.0,15298228.0,117758429.0,11322.53
96,2022006.0,3173861.0,17103181.0,144217887.0,95968
97,2022006.0,2049107.0,21019902.0,21019902.0,95968
98,2022006.0,2017577.0,3757235.0,24777137.0,95968
99,2022006.0,3266446.666666667,4304447.0,29081583.0,95968
100,2022006.0,2084078.6666666667,25534832.0,54616415.0,95968
101,2022006.0,2234698.666666667,6397086.0,61013501.0,95968
102,2022006.0,2882831.333333333,6041016.0,67054517.0,95968
103,2022006.0,2064987.3333333333,24215785.0,91270302.0,95968
104,2022006.0,2107783.3333333335,5261240.0,96531542.0,95968
105,2022006.0,3839689.3333333335,4633975.0,101165518.0,95968
106,2022006.0,2324883.3333333335,29260764.0,130426282.0,95968
107,2022006.0,2882211.333333333,3003048.0,133429329.0,95968
108,2022006.0,2883101.0,13726144.0,147155473.0,95968
109,2022006.0,1761225.0,25368995.0,25368995.0,95968
110,2022006.0,1828298.0,1463779.0,26832775.0,95968
111,2022006.0,2895142.666666667,6735282.0,33568056.0,95968
112,2022006.0,1862608.6666666667,23977167.0,57545223.0,95968
113,2022006.0,2018066.6666666667,1569488.0,59114712.0,95968
114,2022006.0,3597986.0,9476424.0,54224789.5,95968
115,2022006.0,2074062.0,30905080.0,95643552.0,95968
116,2022006.0,2013811.0,5369654.0,101013207.0,95968
117,2022006.0,3982774.3333333335,4213550.0,105226757.0,95968
118,2022006.0,2785678.3333333335,33515910.0,138742667.0,95968
119,2022006.0,3015734.3333333335,43308595.0,182051262.0,95968
120,2022006.0,3370367.0,11937050.0,193988312.0,95968
121,2022006.0,1947775.0,32419463.0,32419463.0,95968
122,2022006.0,2160972.0,349118.0,32768581.0,95968
123,2022006.0,1863885.6666666665,12380248.5,74190075.0,95968
124,2022006.0,2207637.6666666665,6642385.0,44226329.0,95968
125,2022006.0,2224421.6666666665,13024373.0,57250701.0,95968
126,2022006.0,3154276.0,11129540.0,68380242.0,95968
127,2022006.0,2048121.0,31955616.0,100335857.0,95968
128,2022006.0,2124524.0,3021136.0,103356993.0,95968
129,2022006.0,3786860.6666666665,4744670.0,108101663.0,95968
130,2022006.0,2541792.666666667,37166375.0,145268037.0,95968
131,2022006.0,2958520.666666667,4926725.0,150194762.0,95968
132,2022006.0,3614225.6666666665,14206060.0,164400822.0,95968
133,2022006.0,2355717.666666667,28515583.0,28515583.0,95968
134,2022006.0,2792447.6666666665,5621008.0,34136591.0,95968
135,2022006.0,2431451.6666666665,15712108.0,49848699.0,95968
136,2022006.0,2189462.666666667,18017658.0,67866356.0,95968
137,2022006.0,2590527.666666667,7540960.0,75407316.0,95968
138,2022006.0,2683051.0,16299667.0,91706983.0,95968
139,2022006.0,2500485.0,21576589.0,113283572.0,95968
140,2022006.0,2281807.0,13758648.0,127042220.0,95968
141,2022006.0,2665012.333333333,8839704.0,135881924.0,95968
142,2022006.0,3333399.333333333,16214620.0,141617192.0,95968
143,2022006.0,1932692.3333333333,24041523.0,185968955.0,95968
144,2022008.0,4139005.416666667,20294715.0,258717832.0,4300
145,2022008.0,3851902.416666667,20304536.0,20304536.0,4300
146,2022008.0,4408327.416666667,16382195.0,36686731.0,4300
147,2022008.0,1226946.0833333335,63749470.0,100436201.0,4300
148,2022008.0,1057450.0833333335,19539954.0,119976155.0,4300
149,2022008.0,1412926.0833333333,20378516.0,140354671.0,4300
150,2022008.0,1244339.4166666665,22893001.0,163247672.0,4300
151,2022008.0,1097857.4166666665,21227501.0,184475173.0,4300
152,2022008.0,1165500.4166666665,20580207.0,205055380.0,4300
153,2022008.0,1308864.0833333333,22961720.0,228017101.0,4300
154,2022008.0,791914.0833333333,20610903.0,248628004.0,4300
155,2022008.0,1128668.0833333333,19798902.0,268426905.0,4300
156,2022008.0,373605.3333333333,19124284.0,287551189.0,4300
157,2022008.0,692257.3333333334,19212840.0,19212840.0,4300
158,2022008.0,431162.3333333333,16508105.0,35720946.0,4300
159,2022008.0,842216.0,19456509.0,55177455.0,4300
160,2022008.0,918443.0,21862288.0,77039743.0,4300
161,2022008.0,901227.0,23146034.0,100185777.0,4300
162,2022008.0,1129839.0,22920754.0,123106530.0,4300
163,2022008.0,1806404.0,24357594.0,147464124.0,4300
164,2022008.0,1293544.0,24128435.0,171592559.0,4300
165,2022008.0,872144.6666666666,29305417.0,200897977.0,4300
166,2022008.0,598066.6666666666,25743048.0,226641025.0,4300
167,2022008.0,581958.6666666666,25858212.0,252499237.0,4300
168,2022008.0,624071.3333333334,24278873.0,276778110.0,4300
169,2022008.0,633662.3333333334,20894849.0,20894849.0,4300
170,2022008.0,608882.3333333334,13862570.0,34757419.0,4300
171,2022008.0,861581.3333333333,23068653.0,57826072.0,4300
172,2022008.0,852846.3333333333,23160167.0,80986239.0,4300
173,2022008.0,826605.3333333333,23129187.0,104115426.0,4300
174,2022008.0,945220.6666666666,22203931.0,126319357.0,4300
175,2022008.0,911374.6666666666,24090203.0,150409560.0,4300
176,2022008.0,1182480.6666666665,22050333.0,172459893.0,4300
177,2022008.0,239876.6666666667,22667201.0,195127093.0,4300
178,2022008.0,227873.66666666666,20879166.0,216006260.0,4300
179,2022008.0,167146.66666666666,21251028.0,237257288.0,4300
180,2022008.0,596545.1666666667,24173550.0,261430838.0,4300
181,2022008.0,623109.1666666667,25463026.0,25463026.0,4300
182,2022008.0,606031.1666666666,19726229.0,45189255.0,4300
183,2022008.0,605598.1666666667,19379690.0,64568945.0,4300
